Date,Governorate,Cases,Deaths,CFR (%),Attack Rate (per 1000),COD Gov English,COD Gov Arabic,COD Gov Pcode
2017-08-13,Hajjah,"53,134",378,0.70,21.470,Hajjah,حجة,17
2017-08-13,Ibb,"36,378",245,0.70,11.870,Ibb,إب,11
2017-08-13,Lahj,"10,475",17,0.20,9.950,Lahj,لحج,25
2017-08-13,Marib,"2,923",4,0.10,8.130,Marib,مأرب,26
2017-08-13,Moklla,115,1,0.90,0.140,#N/A,#N/A,#N/A
2017-08-13,Raymah,"8,778",101,1.20,13.850,Raymah,ريمة,31
2017-08-13,Sa'ada,"1,939",5,0.30,2.180,Sa'ada,صعدة,22
2017-08-13,Sana'a,"29,234",122,0.40,23.370,Sana'a,صنعاء,23
2017-08-13,Say'on,10,0,0.00,0.020,#N/A,#N/A,#N/A
2017-08-13,Shabwah,519,1,0.20,0.800,Shabwah,شبوة,21
2017-08-13,Taizz,"33,236",174,0.50,10.860,Taizz,تعز,15
2017-08-06,Al Mahwit,28632,131,0.50,37.638,Al Mahwit,المحويت,27
2017-08-06,Al Dhale'e,27294,77,0.30,36.230,Al Dhale'e,الضالع,30
2017-08-06,Amran,48509,151,0.30,31.709,Amran,عمران,29
2017-08-06,Abyan,16195,33,0.20,26.493,Abyan,أبين,12
2017-08-06,Sana'a,28505,119,0.40,22.789,Sana'a,صنعاء,23
2017-08-06,Hajjah,49977,374,0.70,20.196,Hajjah,حجة,17
2017-08-06,Al Bayda,14202,26,0.20,18.441,Al Bayda,البيضاء,14
2017-08-06,Dhamar,37399,134,0.40,17.633,Dhamar,ذمار,20
2017-08-06,Amanat Al Asimah,57751,61,0.10,17.455,Amanat Al Asimah,أمانة العاصمة,13
2017-08-06,Al Hudaydah,57268,234,0.40,17.118,Al Hudaydah,الحديدة,18
2017-08-06,Aden,13554,52,0.40,14.168,Aden,عدن,24
2017-08-06,Raymah,8283,99,1.20,13.070,Raymah,ريمة,31
2017-08-06,Ibb,34725,245,0.70,11.329,Ibb,إب,11
2017-08-06,Taizz,31856,170,0.50,10.412,Taizz,تعز,15
2017-08-06,Lahj,9009,17,0.20,8.559,Lahj,لحج,25
2017-08-06,Al Jawf,4915,18,0.40,7.576,Al Jawf,الجوف,16
2017-08-06,Marib,2689,4,0.10,7.478,Marib,مأرب,26
2017-08-06,Al Maharah,826,1,0.10,5.087,Al Maharah,المهرة,28
2017-08-06,Sa'ada,1526,5,0.30,1.714,Sa'ada,صعدة,22
2017-08-06,Shabwah,496,1,0.20,0.767,Shabwah,شبوة,21
2017-08-06,Moklla,83,1,1.20,0.104,#N/A,#N/A,#N/A
2017-08-06,Say'on,7,0,0.00,0.010,#N/A,#N/A,#N/A
2017-08-03,Amanat Al Asimah,55563,61,0.10,16.800,Amanat Al Asimah,أمانة العاصمة,13
2017-08-03,Al-Hudaydah,55409,232,0.40,16.600,Al Hudaydah,الحديدة,18
2017-08-03,Hajjah,47389,366,0.80,21.300,Hajjah,حجة,17
2017-08-03,Amran,46133,151,0.30,30.200,Amran,عمران,29
2017-08-03,Dhamar,35383,133,0.40,16.700,Dhamar,ذمار,20
2017-08-03,Ibb,33562,243,0.70,10.900,Ibb,إب,11
2017-08-03,Taizz,31222,170,0.50,10.300,Taizz,تعز,15
2017-08-03,Sana'a,28000,118,0.40,22.400,Sana'a,صنعاء,23
2017-08-03,Al Mahwit,27171,128,0.50,35.700,Al Mahwit,المحويت,27
2017-08-03,Al Dhale'e,25581,76,0.30,34.000,Al Dhale'e,الضالع,30
2017-08-03,Abyan,15220,33,0.20,24.900,Abyan,أبين,12
2017-08-03,Al Bayda,13512,26,0.20,17.500,Al Bayda,البيضاء,14
2017-08-03,Aden,13239,52,0.40,13.800,Aden,عدن,24
2017-08-03,Lahj,8090,17,0.20,7.700,Lahj,لحج,25
2017-08-03,Raymah,7983,95,1.20,12.600,Raymah,ريمة,31
2017-08-03,Al_Jawf,4507,17,0.40,6.900,Al Jawf,الجوف,16
2017-08-03,Ma'areb,2598,4,0.20,7.200,Marib,مأرب,26
2017-08-03,Sa'ada,1354,5,0.40,1.500,Sa'ada,صعدة,22
2017-08-03,AL Mahrah,755,1,0.10,4.600,Al Maharah,المهرة,28
2017-08-03,Shabwah,439,1,0.20,0.700,Shabwah,شبوة,21
2017-08-03,Moklla,58,1,1.70,0.100,#N/A,#N/A,#N/A
2017-08-03,Say'on,7,0,0.00,0.000,#N/A,#N/A,#N/A
2017-08-01,Amanat Al Asimah,54651,60,0.10,16.500,Amanat Al Asimah,أمانة العاصمة,13
2017-08-01,Al-Hudaydah,54486,231,0.40,16.300,Al Hudaydah,الحديدة,18
2017-08-01,Hajjah,46354,362,0.80,20.900,Hajjah,حجة,17
2017-08-01,Amran,45040,151,0.30,29.400,Amran,عمران,29
2017-08-01,Dhamar,34230,132,0.40,16.100,Dhamar,ذمار,20
2017-08-01,Ibb,32930,242,0.70,10.700,Ibb,إب,11
2017-08-01,Taizz,30485,170,0.60,10.000,Taizz,تعز,15
2017-08-01,Sana'a,27718,117,0.40,22.200,Sana'a,صنعاء,23
2017-08-01,Al Mahwit,26446,128,0.50,34.800,Al Mahwit,المحويت,27
2017-08-01,Al Dhale'e,25220,76,0.30,33.500,Al Dhale'e,الضالع,30
2017-08-01,Abyan,14737,33,0.20,24.100,Abyan,أبين,12
2017-08-01,Aden,13115,52,0.40,13.700,Aden,عدن,24
2017-08-01,Al Bayda,13050,26,0.20,16.900,Al Bayda,البيضاء,14
2017-08-01,Raymah,7846,95,1.20,12.400,Raymah,ريمة,31
2017-08-01,Lahj,7605,17,0.20,7.200,Lahj,لحج,25
2017-08-01,Al_Jawf,4310,17,0.40,6.600,Al Jawf,الجوف,16
2017-08-01,Ma'areb,2498,4,0.20,6.900,Marib,مأرب,26
2017-08-01,Sa'ada,1230,5,0.40,1.400,Sa'ada,صعدة,22
2017-08-01,AL Mahrah,731,1,0.10,4.500,Al Maharah,المهرة,28
2017-08-01,Shabwah,435,1,0.20,0.700,Shabwah,شبوة,21
2017-08-01,Moklla,42,1,2.40,0.100,#N/A,#N/A,#N/A
2017-08-01,Say'on,7,0,0.00,0.000,#N/A,#N/A,#N/A
2017-07-31,Amanat Al Asimah,53975,60,0.10,16.300,Amanat Al Asimah,أمانة العاصمة,13
2017-07-31,Al-Hudaydah,53803,231,0.40,16.100,Al Hudaydah,الحديدة,18
2017-07-31,Hajjah,45346,359,0.80,20.400,Hajjah,حجة,17
2017-07-31,Amran,44457,150,0.30,29.100,Amran,عمران,29
2017-07-31,Dhamar,33647,132,0.40,15.900,Dhamar,ذمار,20
2017-07-31,Ibb,32605,242,0.70,10.600,Ibb,إب,11
2017-07-31,Taizz,30218,170,0.60,10.000,Taizz,تعز,15
2017-07-31,Sana'a,27613,117,0.40,22.100,Sana'a,صنعاء,23
2017-07-31,Al Mahwit,25809,128,0.50,33.900,Al Mahwit,المحويت,27
2017-07-31,Al Dhale'e,24849,76,0.30,33.000,Al Dhale'e,الضالع,30
2017-07-31,Abyan,14474,33,0.20,23.700,Abyan,أبين,12
2017-07-31,Aden,13022,52,0.40,13.600,Aden,عدن,24
2017-07-31,Al Bayda,12872,26,0.20,16.700,Al Bayda,البيضاء,14
2017-07-31,Raymah,7758,95,1.20,12.200,Raymah,ريمة,31
2017-07-31,Lahj,7124,17,0.20,6.800,Lahj,لحج,25
2017-07-31,Al_Jawf,4203,16,0.40,6.500,Al Jawf,الجوف,16
2017-07-31,Ma'areb,2485,4,0.20,6.900,Marib,مأرب,26
2017-07-31,Sa'ada,1176,5,0.40,1.300,Sa'ada,صعدة,22
2017-07-31,AL Mahrah,731,1,0.10,4.500,Al Maharah,المهرة,28
2017-07-31,Shabwah,430,1,0.20,0.700,Shabwah,شبوة,21
2017-07-31,Moklla,21,0,0.00,0.000,#N/A,#N/A,#N/A
2017-07-31,Say'on,7,0,0.00,0.000,#N/A,#N/A,#N/A
2017-07-30,Al-Hudaydah,53306,227,0.40,15.900,Al Hudaydah,الحديدة,18
2017-07-30,Amanat Al Asimah,52415,60,0.10,15.800,Amanat Al Asimah,أمانة العاصمة,13
2017-07-30,Hajjah,45073,359,0.80,20.300,Hajjah,حجة,17
2017-07-30,Amran,43866,150,0.30,28.700,Amran,عمران,29
2017-07-30,Dhamar,33040,131,0.40,15.600,Dhamar,ذمار,20
2017-07-30,Ibb,32035,241,0.80,10.500,Ibb,إب,11
2017-07-30,Taizz,29716,170,0.60,9.800,Taizz,تعز,15
2017-07-30,Sana'a,27535,115,0.40,22.000,Sana'a,صنعاء,23
2017-07-30,Al Mahwit,25495,125,0.50,33.500,Al Mahwit,المحويت,27
2017-07-30,Al Dhale'e,24485,76,0.30,32.500,Al Dhale'e,الضالع,30
2017-07-30,Abyan,14195,32,0.20,23.200,Abyan,أبين,12
2017-07-30,Aden,12932,52,0.40,13.500,Aden,عدن,24
2017-07-30,Al Bayda,12871,26,0.20,16.700,Al Bayda,البيضاء,14
2017-07-30,Raymah,7728,95,1.20,12.200,Raymah,ريمة,31
2017-07-30,Lahj,6913,17,0.20,6.600,Lahj,لحج,25
2017-07-30,Al_Jawf,4120,16,0.40,6.400,Al Jawf,الجوف,16
2017-07-30,Ma'areb,2420,4,0.20,6.700,Marib,مأرب,26
2017-07-30,Sa'ada,1142,5,0.40,1.300,Sa'ada,صعدة,22
2017-07-30,AL Mahrah,713,1,0.10,4.400,Al Maharah,المهرة,28
2017-07-30,Shabwah,394,1,0.30,0.600,Shabwah,شبوة,21
2017-07-30,Say'on,7,0,0.00,0.000,#N/A,#N/A,#N/A
2017-07-29,Al-Hudaydah,52749,223,0.40,15.800,Al Hudaydah,الحديدة,18
2017-07-29,Amanat Al Asimah,51900,60,0.10,15.700,Amanat Al Asimah,أمانة العاصمة,13
2017-07-29,Hajjah,44563,359,0.80,20.100,Hajjah,حجة,17
2017-07-29,Amran,43362,150,0.30,28.300,Amran,عمران,29
2017-07-29,Dhamar,32452,130,0.40,15.300,Dhamar,ذمار,20
2017-07-29,Ibb,31603,240,0.80,10.300,Ibb,إب,11
2017-07-29,Taizz,29428,169,0.60,9.700,Taizz,تعز,15
2017-07-29,Sana'a,27391,115,0.40,21.900,Sana'a,صنعاء,23
2017-07-29,Al Mahwit,25493,125,0.50,33.500,Al Mahwit,المحويت,27
2017-07-29,Al Dhale'e,23746,76,0.30,31.500,Al Dhale'e,الضالع,30
2017-07-29,Abyan,13904,32,0.20,22.700,Abyan,أبين,12
2017-07-29,Aden,12818,52,0.40,13.400,Aden,عدن,24
2017-07-29,Al Bayda,12602,26,0.20,16.400,Al Bayda,البيضاء,14
2017-07-29,Raymah,7651,94,1.20,12.100,Raymah,ريمة,31
2017-07-29,Lahj,6905,17,0.20,6.600,Lahj,لحج,25
2017-07-29,Al_Jawf,4042,16,0.40,6.200,Al Jawf,الجوف,16
2017-07-29,Ma'areb,2360,4,0.20,6.600,Marib,مأرب,26
2017-07-29,Sa'ada,1120,5,0.40,1.300,Sa'ada,صعدة,22
2017-07-29,AL Mahrah,703,1,0.10,4.300,Al Maharah,المهرة,28
2017-07-29,Shabwah,393,1,0.30,0.600,Shabwah,شبوة,21
2017-07-29,Say'on,7,0,0.00,0.000,#N/A,#N/A,#N/A
2017-07-28,Al-Hudaydah,52272,222,0.40,15.600,Al Hudaydah,الحديدة,18
2017-07-28,Amanat Al Asimah,51571,60,0.10,15.600,Amanat Al Asimah,أمانة العاصمة,13
2017-07-28,Hajjah,43970,358,0.80,19.800,Hajjah,حجة,17
2017-07-28,Amran,42870,150,0.30,28.000,Amran,عمران,29
2017-07-28,Dhamar,31817,130,0.40,15.000,Dhamar,ذمار,20
2017-07-28,Ibb,31252,240,0.80,10.200,Ibb,إب,11
2017-07-28,Taizz,29179,169,0.60,9.600,Taizz,تعز,15
2017-07-28,Sana'a,27232,115,0.40,21.800,Sana'a,صنعاء,23
2017-07-28,Al Mahwit,24861,124,0.50,32.700,Al Mahwit,المحويت,27
2017-07-28,Al Dhale'e,23746,76,0.30,31.500,Al Dhale'e,الضالع,30
2017-07-28,Abyan,13899,32,0.20,22.700,Abyan,أبين,12
2017-07-28,Aden,12603,52,0.40,13.200,Aden,عدن,24
2017-07-28,Al Bayda,12599,26,0.20,16.400,Al Bayda,البيضاء,14
2017-07-28,Raymah,7574,94,1.20,12.000,Raymah,ريمة,31
2017-07-28,Lahj,5914,17,0.30,5.600,Lahj,لحج,25
2017-07-28,Al_Jawf,3959,16,0.40,6.100,Al Jawf,الجوف,16
2017-07-28,Ma'areb,2328,4,0.20,6.500,Marib,مأرب,26
2017-07-28,Sa'ada,1072,5,0.50,1.200,Sa'ada,صعدة,22
2017-07-28,AL Mahrah,687,1,0.10,4.200,Al Maharah,المهرة,28
2017-07-28,Shabwah,392,1,0.30,0.600,Shabwah,شبوة,21
2017-07-28,Say'on,7,0,0.00,0.000,#N/A,#N/A,#N/A
2017-07-27,Al-Hudaydah,51776,222,0.40,15.500,Al Hudaydah,الحديدة,18
2017-07-27,Amanat Al Asimah,51083,60,0.10,15.400,Amanat Al Asimah,أمانة العاصمة,13
2017-07-27,Hajjah,43210,358,0.80,19.500,Hajjah,حجة,17
2017-07-27,Amran,42250,150,0.40,27.600,Amran,عمران,29
2017-07-27,Dhamar,31260,129,0.40,14.700,Dhamar,ذمار,20
2017-07-27,Ibb,30967,240,0.80,10.100,Ibb,إب,11
2017-07-27,Taizz,28897,169,0.60,9.500,Taizz,تعز,15
2017-07-27,Sana'a,27117,115,0.40,21.700,Sana'a,صنعاء,23
2017-07-27,Al Mahwit,24262,124,0.50,31.900,Al Mahwit,المحويت,27
2017-07-27,Al Dhale'e,23347,76,0.30,31.000,Al Dhale'e,الضالع,30
2017-07-27,Abyan,13652,32,0.20,22.300,Abyan,أبين,12
2017-07-27,Aden,12603,52,0.40,13.200,Aden,عدن,24
2017-07-27,Al Bayda,12435,26,0.20,16.100,Al Bayda,البيضاء,14
2017-07-27,Raymah,7515,92,1.20,11.900,Raymah,ريمة,31
2017-07-27,Lahj,5914,17,0.30,5.600,Lahj,لحج,25
2017-07-27,Al_Jawf,3859,16,0.40,5.900,Al Jawf,الجوف,16
2017-07-27,Ma'areb,2291,4,0.20,6.400,Marib,مأرب,26
2017-07-27,Sa'ada,1039,5,0.50,1.200,Sa'ada,صعدة,22
2017-07-27,AL Mahrah,674,1,0.10,4.200,Al Maharah,المهرة,28
2017-07-27,Shabwah,390,1,0.30,0.600,Shabwah,شبوة,21
2017-07-27,Say'on,7,0,0.00,0.000,#N/A,#N/A,#N/A
2017-07-26,Al-Hudaydah,50977,222,0.40,15.200,Al Hudaydah,الحديدة,18
2017-07-26,Amanat Al Asimah,50835,60,0.10,15.400,Amanat Al Asimah,أمانة العاصمة,13
2017-07-26,Hajjah,42840,358,0.80,19.300,Hajjah,حجة,17
2017-07-26,Amran,41587,150,0.40,27.200,Amran,عمران,29
2017-07-26,Dhamar,30635,129,0.40,14.400,Dhamar,ذمار,20
2017-07-26,Ibb,30394,240,0.80,9.900,Ibb,إب,11
2017-07-26,Taizz,28383,168,0.60,9.400,Taizz,تعز,15
2017-07-26,Sana'a,26965,115,0.40,21.600,Sana'a,صنعاء,23
2017-07-26,Al Mahwit,23804,123,0.50,31.300,Al Mahwit,المحويت,27
2017-07-26,Al Dhale'e,22867,76,0.30,30.400,Al Dhale'e,الضالع,30
2017-07-26,Abyan,13007,32,0.20,21.300,Abyan,أبين,12
2017-07-26,Aden,12501,52,0.40,13.100,Aden,عدن,24
2017-07-26,Al Bayda,12320,26,0.20,16.000,Al Bayda,البيضاء,14
2017-07-26,Raymah,7415,91,1.20,11.700,Raymah,ريمة,31
2017-07-26,Lahj,5911,17,0.30,5.600,Lahj,لحج,25
2017-07-26,Al_Jawf,3778,15,0.40,5.800,Al Jawf,الجوف,16
2017-07-26,Ma'areb,2289,4,0.20,6.400,Marib,مأرب,26
2017-07-26,Sa'ada,1016,5,0.50,1.100,Sa'ada,صعدة,22
2017-07-26,AL Mahrah,662,1,0.20,4.100,Al Maharah,المهرة,28
2017-07-26,Shabwah,390,1,0.30,0.600,Shabwah,شبوة,21
2017-07-26,Say'on,7,0,0.00,0.000,#N/A,#N/A,#N/A
2017-07-25,Amanat Al Asimah,50331,60,0.10,15.200,Amanat Al Asimah,أمانة العاصمة,13
2017-07-25,Al-Hudaydah,50160,222,0.40,15.000,Al Hudaydah,الحديدة,18
2017-07-25,Hajjah,42363,358,0.80,19.100,Hajjah,حجة,17
2017-07-25,Amran,41038,150,0.40,26.800,Amran,عمران,29
2017-07-25,Ibb,30389,240,0.80,9.900,Ibb,إب,11
2017-07-25,Dhamar,30039,128,0.40,14.200,Dhamar,ذمار,20
2017-07-25,Taizz,28261,168,0.60,9.300,Taizz,تعز,15
2017-07-25,Sana'a,26798,115,0.40,21.400,Sana'a,صنعاء,23
2017-07-25,Al Mahwit,23417,122,0.50,30.800,Al Mahwit,المحويت,27
2017-07-25,Al Dhale'e,22539,76,0.30,29.900,Al Dhale'e,الضالع,30
2017-07-25,Abyan,12746,32,0.30,20.900,Abyan,أبين,12
2017-07-25,Aden,12343,52,0.40,12.900,Aden,عدن,24
2017-07-25,Al Bayda,12165,26,0.20,15.800,Al Bayda,البيضاء,14
2017-07-25,Raymah,7340,91,1.20,11.600,Raymah,ريمة,31
2017-07-25,Lahj,4591,16,0.30,4.400,Lahj,لحج,25
2017-07-25,Al_Jawf,3703,13,0.40,5.700,Al Jawf,الجوف,16
2017-07-25,Ma'areb,2237,4,0.20,6.200,Marib,مأرب,26
2017-07-25,Sa'ada,983,5,0.50,1.100,Sa'ada,صعدة,22
2017-07-25,AL Mahrah,645,1,0.20,4.000,Al Maharah,المهرة,28
2017-07-25,Shabwah,389,1,0.30,0.600,Shabwah,شبوة,21
2017-07-25,Say'on,7,0,0.00,0.000,#N/A,#N/A,#N/A
2017-07-24,Amanat Al Asimah,49850,60,0.10,15.100,Amanat Al Asimah,أمانة العاصمة,13
2017-07-24,Al-Hudaydah,49266,222,0.50,14.700,Al Hudaydah,الحديدة,18
2017-07-24,Hajjah,41391,357,0.90,18.600,Hajjah,حجة,17
2017-07-24,Amran,40488,150,0.40,26.500,Amran,عمران,29
2017-07-24,Ibb,29723,236,0.80,9.700,Ibb,إب,11
2017-07-24,Dhamar,29426,126,0.40,13.900,Dhamar,ذمار,20
2017-07-24,Taizz,27937,166,0.60,9.200,Taizz,تعز,15
2017-07-24,Sana'a,26656,115,0.40,21.300,Sana'a,صنعاء,23
2017-07-24,Al Mahwit,22922,121,0.50,30.100,Al Mahwit,المحويت,27
2017-07-24,Al Dhale'e,22240,75,0.30,29.500,Al Dhale'e,الضالع,30
2017-07-24,Abyan,12450,32,0.30,20.400,Abyan,أبين,12
2017-07-24,Aden,12154,52,0.40,12.700,Aden,عدن,24
2017-07-24,Al Bayda,11953,26,0.20,15.500,Al Bayda,البيضاء,14
2017-07-24,Raymah,7269,91,1.30,11.500,Raymah,ريمة,31
2017-07-24,Lahj,4591,16,0.30,4.400,Lahj,لحج,25
2017-07-24,Al_Jawf,3635,13,0.40,5.600,Al Jawf,الجوف,16
2017-07-24,Ma'areb,2182,4,0.20,6.100,Marib,مأرب,26
2017-07-24,Sa'ada,938,5,0.50,1.100,Sa'ada,صعدة,22
2017-07-24,AL Mahrah,620,1,0.20,3.800,Al Maharah,المهرة,28
2017-07-24,Shabwah,388,1,0.30,0.600,Shabwah,شبوة,21
2017-07-24,Say'on,7,0,0.00,0.000,#N/A,#N/A,#N/A
2017-07-23,Amanat Al Asimah,49311,60,0.10,14.900,Amanat Al Asimah,أمانة العاصمة,13
2017-07-23,Al-Hudaydah,48436,221,0.50,14.500,Al Hudaydah,الحديدة,18
2017-07-23,Hajjah,41385,357,0.90,18.600,Hajjah,حجة,17
2017-07-23,Amran,39803,150,0.40,26.000,Amran,عمران,29
2017-07-23,Ibb,29529,235,0.80,9.600,Ibb,إب,11
2017-07-23,Dhamar,28829,126,0.40,13.600,Dhamar,ذمار,20
2017-07-23,Taizz,27638,164,0.60,9.100,Taizz,تعز,15
2017-07-23,Sana'a,26498,114,0.40,21.200,Sana'a,صنعاء,23
2017-07-23,Al Mahwit,22621,121,0.50,29.700,Al Mahwit,المحويت,27
2017-07-23,Al Dhale'e,21935,75,0.30,29.100,Al Dhale'e,الضالع,30
2017-07-23,Aden,11987,52,0.40,12.500,Aden,عدن,24
2017-07-23,Abyan,11823,32,0.30,19.300,Abyan,أبين,12
2017-07-23,Al Bayda,11774,26,0.20,15.300,Al Bayda,البيضاء,14
2017-07-23,Raymah,7163,91,1.30,11.300,Raymah,ريمة,31
2017-07-23,Lahj,4583,16,0.30,4.400,Lahj,لحج,25
2017-07-23,Al_Jawf,3532,13,0.40,5.400,Al Jawf,الجوف,16
2017-07-23,Ma'areb,2065,4,0.20,5.700,Marib,مأرب,26
2017-07-23,Sa'ada,938,5,0.50,1.100,Sa'ada,صعدة,22
2017-07-23,AL Mahrah,620,1,0.20,3.800,Al Maharah,المهرة,28
2017-07-23,Shabwah,388,1,0.30,0.600,Shabwah,شبوة,21
2017-07-23,Say'on,7,0,0.00,0.000,#N/A,#N/A,#N/A
2017-07-22,Amanat Al Asimah,48916,60,0.10,14.800,Amanat Al Asimah,أمانة العاصمة,13
2017-07-22,Al-Hudaydah,47680,219,0.50,14.300,Al Hudaydah,الحديدة,18
2017-07-22,Hajjah,40800,356,0.90,18.400,Hajjah,حجة,17
2017-07-22,Amran,39277,150,0.40,25.700,Amran,عمران,29
2017-07-22,Ibb,29260,234,0.80,9.500,Ibb,إب,11
2017-07-22,Dhamar,28129,126,0.40,13.300,Dhamar,ذمار,20
2017-07-22,Taizz,27245,164,0.60,9.000,Taizz,تعز,15
2017-07-22,Sana'a,26138,114,0.40,20.900,Sana'a,صنعاء,23
2017-07-22,Al Dhale'e,21628,75,0.30,28.700,Al Dhale'e,الضالع,30
2017-07-22,Al Mahwit,21537,119,0.60,28.300,Al Mahwit,المحويت,27
2017-07-22,Abyan,11822,32,0.30,19.300,Abyan,أبين,12
2017-07-22,Aden,11812,52,0.40,12.300,Aden,عدن,24
2017-07-22,Al Bayda,11580,26,0.20,15.000,Al Bayda,البيضاء,14
2017-07-22,Raymah,7067,91,1.30,11.200,Raymah,ريمة,31
2017-07-22,Lahj,4579,16,0.30,4.400,Lahj,لحج,25
2017-07-22,Al_Jawf,3427,13,0.40,5.300,Al Jawf,الجوف,16
2017-07-22,Ma'areb,1939,4,0.20,5.400,Marib,مأرب,26
2017-07-22,Sa'ada,917,5,0.50,1.000,Sa'ada,صعدة,22
2017-07-22,AL Mahrah,606,1,0.20,3.700,Al Maharah,المهرة,28
2017-07-22,Shabwah,353,1,0.30,0.500,Shabwah,شبوة,21
2017-07-22,Say'on,7,0,0.00,0.000,#N/A,#N/A,#N/A
2017-07-21,Amanat Al Asimah,48430,60,0.10,14.600,Amanat Al Asimah,أمانة العاصمة,13
2017-07-21,Al-Hudaydah,47044,215,0.50,14.100,Al Hudaydah,الحديدة,18
2017-07-21,Hajjah,39787,355,0.90,17.900,Hajjah,حجة,17
2017-07-21,Amran,38802,150,0.40,25.400,Amran,عمران,29
2017-07-21,Ibb,28473,234,0.80,9.300,Ibb,إب,11
2017-07-21,Dhamar,27465,126,0.50,12.900,Dhamar,ذمار,20
2017-07-21,Taizz,26516,162,0.60,8.700,Taizz,تعز,15
2017-07-21,Sana'a,26123,114,0.40,20.900,Sana'a,صنعاء,23
2017-07-21,Al Dhale'e,21342,75,0.40,28.300,Al Dhale'e,الضالع,30
2017-07-21,Al Mahwit,20697,119,0.60,27.200,Al Mahwit,المحويت,27
2017-07-21,Aden,11614,52,0.40,12.100,Aden,عدن,24
2017-07-21,Abyan,11573,31,0.30,18.900,Abyan,أبين,12
2017-07-21,Al Bayda,11382,26,0.20,14.800,Al Bayda,البيضاء,14
2017-07-21,Raymah,6966,91,1.30,11.000,Raymah,ريمة,31
2017-07-21,Lahj,4575,16,0.30,4.300,Lahj,لحج,25
2017-07-21,Al_Jawf,3330,13,0.40,5.100,Al Jawf,الجوف,16
2017-07-21,Ma'areb,1939,4,0.20,5.400,Marib,مأرب,26
2017-07-21,Sa'ada,890,2,0.20,1.000,Sa'ada,صعدة,22
2017-07-21,AL Mahrah,586,1,0.20,3.600,Al Maharah,المهرة,28
2017-07-21,Shabwah,353,1,0.30,0.500,Shabwah,شبوة,21
2017-07-21,Say'on,7,0,0.00,0.000,#N/A,#N/A,#N/A
2017-07-20,Amanat Al Asimah,48100,60,0.10,14.500,Amanat Al Asimah,أمانة العاصمة,13
2017-07-20,Al-Hudaydah,46296,214,0.50,13.800,Al Hudaydah,الحديدة,18
2017-07-20,Hajjah,38947,353,0.90,17.500,Hajjah,حجة,17
2017-07-20,Amran,38342,150,0.40,25.100,Amran,عمران,29
2017-07-20,Ibb,28470,234,0.80,9.300,Ibb,إب,11
2017-07-20,Dhamar,26923,126,0.50,12.700,Dhamar,ذمار,20
2017-07-20,Taizz,26220,162,0.60,8.600,Taizz,تعز,15
2017-07-20,Sana'a,26010,113,0.40,20.800,Sana'a,صنعاء,23
2017-07-20,Al Dhale'e,20941,75,0.40,27.800,Al Dhale'e,الضالع,30
2017-07-20,Al Mahwit,20320,117,0.60,26.700,Al Mahwit,المحويت,27
2017-07-20,Aden,11431,48,0.40,11.900,Aden,عدن,24
2017-07-20,Abyan,11281,31,0.30,18.500,Abyan,أبين,12
2017-07-20,Al Bayda,11261,26,0.20,14.600,Al Bayda,البيضاء,14
2017-07-20,Raymah,6879,91,1.30,10.900,Raymah,ريمة,31
2017-07-20,Lahj,4570,16,0.40,4.300,Lahj,لحج,25
2017-07-20,Al_Jawf,3235,13,0.40,5.000,Al Jawf,الجوف,16
2017-07-20,Ma'areb,1916,4,0.20,5.300,Marib,مأرب,26
2017-07-20,Sa'ada,862,2,0.20,1.000,Sa'ada,صعدة,22
2017-07-20,AL Mahrah,573,1,0.20,3.500,Al Maharah,المهرة,28
2017-07-20,Shabwah,331,1,0.30,0.500,Shabwah,شبوة,21
2017-07-20,Say'on,7,0,0.00,0.000,#N/A,#N/A,#N/A
2017-07-19,Amanat Al Asimah,47647,60,0.10,14.400,Amanat Al Asimah,أمانة العاصمة,13
2017-07-19,Al-Hudaydah,45580,212,0.50,13.600,Al Hudaydah,الحديدة,18
2017-07-19,Hajjah,38936,353,0.90,17.500,Hajjah,حجة,17
2017-07-19,Amran,37814,150,0.40,24.700,Amran,عمران,29
2017-07-19,Ibb,28250,233,0.80,9.200,Ibb,إب,11
2017-07-19,Dhamar,26343,124,0.50,12.400,Dhamar,ذمار,20
2017-07-19,Taizz,25927,161,0.60,8.500,Taizz,تعز,15
2017-07-19,Sana'a,25779,113,0.40,20.600,Sana'a,صنعاء,23
2017-07-19,Al Dhale'e,20504,74,0.40,27.200,Al Dhale'e,الضالع,30
2017-07-19,Al Mahwit,20320,117,0.60,26.700,Al Mahwit,المحويت,27
2017-07-19,Al Bayda,11063,26,0.20,14.400,Al Bayda,البيضاء,14
2017-07-19,Aden,10997,48,0.40,11.500,Aden,عدن,24
2017-07-19,Abyan,10965,31,0.30,17.900,Abyan,أبين,12
2017-07-19,Raymah,6753,90,1.30,10.700,Raymah,ريمة,31
2017-07-19,Lahj,4553,16,0.40,4.300,Lahj,لحج,25
2017-07-19,Al_Jawf,3150,13,0.40,4.900,Al Jawf,الجوف,16
2017-07-19,Ma'areb,1916,4,0.20,5.300,Marib,مأرب,26
2017-07-19,Sa'ada,822,1,0.10,0.900,Sa'ada,صعدة,22
2017-07-19,AL Mahrah,550,1,0.20,3.400,Al Maharah,المهرة,28
2017-07-19,Shabwah,331,1,0.30,0.500,Shabwah,شبوة,21
2017-07-19,Say'on,7,0,0.00,0.000,#N/A,#N/A,#N/A
